activeKilocalories,activeTimeInSeconds,activityStressDurationInSeconds,activityType,averageHeartRateInBeatsPerMinute,averageStressLevel,bmrKilocalories,date,distanceInMeters,durationInSeconds,floorsClimbed,floorsClimbedGoal,highStressDurationInSeconds,intensityDurationGoalInSeconds,lowStressDurationInSeconds,maxHeartRateInBeatsPerMinute,maxStressLevel,mediumStressDurationInSeconds,minHeartRateInBeatsPerMinute,moderateIntensityDurationInSeconds,id,restStressDurationInSeconds,restingHeartRateInBeatsPerMinute,startTimeInSeconds,startTimeOffsetInSeconds,steps,stepsGoal,stressDurationInSeconds,stressQualifier,summaryId,vigorousIntensityDurationInSeconds
997.0,14179.0,21120.0,WALKING,74.0,47.0,2143.0,1017.0,10933.0,86400.0,39.0,10.0,16200.0,9000.0,4980.0,119.0,98.0,14700.0,43.0,0.0,1091_uty_dailies_1,24060.0,48.0,1602691200.0,28800.0,12667.0,10820.0,35880.0,stressful,x369fc6c-5f872080-15180-6,0.0
777.0,11979.0,19020.0,WALKING,71.0,37.0,2143.0,1017.0,8665.0,86400.0,29.0,10.0,8700.0,9000.0,5640.0,128.0,97.0,13320.0,44.0,0.0,1091_uty_dailies_1,26700.0,49.0,1602777600.0,28800.0,10289.0,11010.0,27660.0,balanced,x369fc6c-5f887200-15180-6,0.0
34.0,1312.0,3060.0,WALKING,57.0,16.0,903.0,1017.0,438.0,36420.0,0.0,10.0,300.0,9000.0,4740.0,114.0,81.0,1260.0,45.0,0.0,1091_uty_dailies_1,25980.0,50.0,1602864000.0,28800.0,529.0,10940.0,6300.0,unknown,x369fc6c-5f89c380-8e44-6,0.0
85.0,3750.0,6120.0,WALKING,62.0,23.0,809.0,1018.0,1476.0,32640.0,0.0,10.0,2160.0,9000.0,2040.0,101.0,90.0,3240.0,46.0,0.0,1091_uty_dailies_1,17820.0,50.0,1602950400.0,28800.0,1782.0,11570.0,7440.0,unknown,x369fc6c-5f8b1500-7f80-6,0.0
1883.0,26518.0,37620.0,WALKING,78.0,36.0,2143.0,1018.0,14920.0,86400.0,22.0,10.0,11880.0,9000.0,4920.0,133.0,98.0,2460.0,45.0,0.0,1091_uty_dailies_1,25980.0,50.0,1602864000.0,28800.0,17175.0,10940.0,19260.0,balanced,x369fc6c-5f89c380-15180-6,0.0
96.0,4093.0,7140.0,WALKING,62.0,23.0,839.0,1018.0,1615.0,33840.0,0.0,10.0,2160.0,9000.0,2040.0,101.0,90.0,3420.0,46.0,0.0,1091_uty_dailies_1,17820.0,50.0,1602950400.0,28800.0,1950.0,11570.0,7620.0,unknown,x369fc6c-5f8b1500-8430-6,0.0
131.0,4911.0,10380.0,WALKING,64.0,24.0,930.0,1018.0,1874.0,37500.0,1.0,10.0,2340.0,9000.0,2040.0,101.0,90.0,3540.0,46.0,0.0,1091_uty_dailies_1,17820.0,50.0,1602950400.0,28800.0,2263.0,11570.0,7920.0,unknown,x369fc6c-5f8b1500-927c-6,0.0
146.0,5863.0,13020.0,WALKING,65.0,25.0,1022.0,1018.0,2076.0,41220.0,2.0,10.0,2340.0,9000.0,2340.0,101.0,90.0,4080.0,46.0,0.0,1091_uty_dailies_1,17880.0,50.0,1602950400.0,28800.0,2507.0,11570.0,8760.0,unknown,x369fc6c-5f8b1500-a104-6,0.0
509.0,14951.0,34380.0,WALKING,72.0,38.0,2143.0,1019.0,6243.0,86400.0,11.0,10.0,7380.0,9000.0,5760.0,106.0,95.0,11460.0,46.0,0.0,1091_uty_dailies_1,22080.0,50.0,1602950400.0,28800.0,7519.0,11570.0,24600.0,balanced,x369fc6c-5f8b1500-15180-6,0.0
123.0,2117.0,4140.0,WALKING,61.0,24.0,1095.0,1019.0,838.0,44160.0,0.0,10.0,1560.0,9000.0,3000.0,112.0,92.0,5160.0,44.0,0.0,1091_uty_dailies_1,26760.0,52.0,1603036800.0,28800.0,1012.0,11170.0,9720.0,unknown,x369fc6c-5f8c6680-ac80-6,0.0
49.0,1395.0,2340.0,WALKING,59.0,20.0,806.0,1020.0,691.0,32520.0,0.0,10.0,1320.0,9000.0,2520.0,99.0,94.0,2820.0,44.0,0.0,1091_uty_dailies_1,20400.0,51.0,1603123200.0,28800.0,835.0,11330.0,6660.0,unknown,x369fc6c-5f8db800-7f08-6,0.0
1224.0,18864.0,27780.0,WALKING,74.0,35.0,2143.0,1020.0,10511.0,86400.0,16.0,10.0,7080.0,9000.0,4140.0,125.0,97.0,9900.0,44.0,0.0,1091_uty_dailies_1,26760.0,52.0,1603036800.0,28800.0,12693.0,11170.0,21120.0,balanced,x369fc6c-5f8c6680-15180-6,0.0
52.0,1409.0,2580.0,WALKING,63.0,29.0,590.0,1020.0,683.0,23820.0,0.0,10.0,1140.0,9000.0,3780.0,106.0,94.0,3240.0,46.0,0.0,1091_uty_dailies_1,11880.0,56.0,1603209600.0,28800.0,825.0,11080.0,8160.0,unknown,x369fc6c-5f8f0980-5d0c-6,0.0
596.0,11436.0,16920.0,WALKING,70.0,39.0,2143.0,1020.0,7273.0,86400.0,24.0,10.0,9540.0,9000.0,7140.0,121.0,98.0,15900.0,44.0,0.0,1091_uty_dailies_1,29220.0,51.0,1603123200.0,28800.0,8773.0,11330.0,32580.0,balanced,x369fc6c-5f8db800-15180-6,0.0
52.0,1529.0,2760.0,WALKING,60.0,23.0,939.0,1021.0,703.0,37860.0,0.0,10.0,1140.0,9000.0,4020.0,106.0,94.0,3300.0,44.0,0.0,1091_uty_dailies_1,25320.0,50.0,1603209600.0,28800.0,849.0,11080.0,8460.0,unknown,x369fc6c-5f8f0980-93e4-6,0.0
281.0,4522.0,7020.0,WALKING,68.0,37.0,1465.0,1021.0,2758.0,59100.0,9.0,10.0,7800.0,9000.0,5160.0,121.0,96.0,10020.0,44.0,0.0,1091_uty_dailies_1,26940.0,50.0,1603209600.0,28800.0,3330.0,11080.0,22980.0,balanced,x369fc6c-5f8f0980-e6dc-6,0.0
648.0,10228.0,15000.0,WALKING,71.0,40.0,2143.0,1022.0,6504.0,86400.0,20.0,10.0,10560.0,9000.0,9180.0,121.0,96.0,15780.0,44.0,0.0,1091_uty_dailies_1,30720.0,50.0,1603209600.0,28800.0,7835.0,11080.0,35520.0,balanced,x369fc6c-5f8f0980-15180-6,0.0
191.0,2367.0,4260.0,WALKING,63.0,24.0,912.0,1022.0,893.0,36780.0,1.0,10.0,3240.0,9000.0,2400.0,121.0,94.0,2880.0,41.0,0.0,1091_uty_dailies_1,23280.0,49.0,1603296000.0,28800.0,1078.0,10440.0,8520.0,unknown,x369fc6c-5f905b00-8fac-6,0.0
468.0,6302.0,9900.0,WALKING,70.0,39.0,1494.0,1022.0,3780.0,60240.0,18.0,10.0,8040.0,9000.0,4320.0,121.0,94.0,12840.0,41.0,0.0,1091_uty_dailies_1,23280.0,49.0,1603296000.0,28800.0,4565.0,10440.0,25200.0,balanced,x369fc6c-5f905b00-eb50-6,0.0
857.0,11745.0,17040.0,WALKING,74.0,46.0,2143.0,1022.0,7771.0,86400.0,28.0,10.0,13320.0,9000.0,6420.0,121.0,94.0,22740.0,41.0,0.0,1091_uty_dailies_1,23280.0,49.0,1603296000.0,28800.0,9384.0,10440.0,42480.0,stressful,x369fc6c-5f905b00-15180-6,0.0
94.0,2986.0,4800.0,WALKING,61.0,22.0,644.0,1022.0,1148.0,25980.0,2.0,10.0,660.0,9000.0,2400.0,104.0,87.0,2700.0,44.0,0.0,1091_uty_dailies_1,12900.0,47.0,1603382400.0,28800.0,1386.0,10230.0,5760.0,unknown,x369fc6c-5f91ac80-657c-6,0.0
94.0,3106.0,4860.0,WALKING,59.0,19.0,812.0,1023.0,1173.0,32760.0,2.0,10.0,660.0,9000.0,2460.0,104.0,87.0,2700.0,44.0,0.0,1091_uty_dailies_1,19560.0,47.0,1603382400.0,28800.0,1416.0,10230.0,5820.0,unknown,x369fc6c-5f91ac80-7ff8-6,0.0
705.0,15387.0,24180.0,WALKING,70.0,36.0,2143.0,1023.0,9547.0,86400.0,44.0,10.0,7620.0,9000.0,9360.0,113.0,96.0,10260.0,44.0,0.0,1091_uty_dailies_1,25020.0,47.0,1603382400.0,28800.0,11529.0,10230.0,27240.0,balanced,x369fc6c-5f91ac80-15180-6,0.0
3.0,60.0,720.0,WALKING,84.0,73.0,132.0,1023.0,7.0,5340.0,0.0,10.0,240.0,9000.0,0.0,97.0,90.0,300.0,73.0,0.0,1091_uty_dailies_1,0.0,90.0,1603468800.0,28800.0,9.0,10360.0,540.0,unknown,x369fc6c-5f92fe00-14dc-6,0.0
6.0,240.0,1260.0,WALKING,76.0,56.0,184.0,1023.0,36.0,7440.0,0.0,10.0,300.0,9000.0,960.0,97.0,90.0,720.0,62.0,0.0,1091_uty_dailies_1,0.0,74.0,1603468800.0,28800.0,43.0,10360.0,1980.0,unknown,x369fc6c-5f92fe00-1d10-6,0.0
705.0,15387.0,24180.0,WALKING,70.0,36.0,2143.0,1024.0,9547.0,86400.0,44.0,10.0,7620.0,9000.0,9360.0,113.0,96.0,10260.0,44.0,0.0,1091_uty_dailies_1,25020.0,47.0,1603382400.0,28800.0,11529.0,10230.0,27240.0,balanced,x369fc6c-5f91ac80-15180-6,0.0
18.0,765.0,1980.0,WALKING,55.0,13.0,825.0,1024.0,176.0,33300.0,0.0,10.0,480.0,9000.0,1800.0,97.0,90.0,1080.0,44.0,0.0,1091_uty_dailies_1,23340.0,49.0,1603468800.0,28800.0,212.0,10360.0,3360.0,unknown,x369fc6c-5f92fe00-8214-6,0.0
41.0,1166.0,3180.0,WALKING,57.0,15.0,915.0,1024.0,688.0,36900.0,4.0,10.0,480.0,9000.0,2700.0,102.0,90.0,2040.0,44.0,0.0,1091_uty_dailies_1,23520.0,49.0,1603468800.0,28800.0,831.0,10360.0,5220.0,unknown,x369fc6c-5f92fe00-9024-6,0.0
63.0,1527.0,3840.0,WALKING,60.0,20.0,1006.0,1024.0,1104.0,40560.0,9.0,10.0,2100.0,9000.0,2700.0,102.0,90.0,3180.0,44.0,0.0,1091_uty_dailies_1,23520.0,49.0,1603468800.0,28800.0,1333.0,10360.0,7980.0,unknown,x369fc6c-5f92fe00-9e70-6,0.0
669.0,11642.0,23040.0,WALKING,73.0,41.0,2143.0,1025.0,6406.0,86400.0,19.0,10.0,12180.0,9000.0,5220.0,119.0,97.0,13200.0,44.0,0.0,1091_uty_dailies_1,23940.0,49.0,1603468800.0,28800.0,7715.0,10360.0,30600.0,stressful,x369fc6c-5f92fe00-15180-6,0.0
13.0,624.0,1020.0,WALKING,52.0,12.0,983.0,1025.0,234.0,39660.0,0.0,10.0,0.0,9000.0,1260.0,92.0,67.0,180.0,42.0,0.0,1091_uty_dailies_1,33960.0,49.0,1603555200.0,28800.0,282.0,10100.0,1440.0,unknown,x369fc6c-5f944f80-9aec-6,0.0
224.0,4614.0,7860.0,WALKING,67.0,19.0,608.0,1025.0,2518.0,24540.0,3.0,10.0,1200.0,9000.0,960.0,105.0,92.0,1500.0,44.0,0.0,1091_uty_dailies_1,12660.0,58.0,1603641600.0,28800.0,3041.0,9460.0,3660.0,unknown,x369fc6c-5f95a100-5fdc-6,0.0
631.0,11867.0,23580.0,WALKING,68.0,31.0,2143.0,1025.0,5738.0,86400.0,7.0,10.0,7320.0,9000.0,3600.0,116.0,95.0,8760.0,42.0,900.0,1091_uty_dailies_1,35100.0,49.0,1603555200.0,28800.0,6901.0,10100.0,19680.0,balanced,x369fc6c-5f944f80-15180-6,0.0
1522.0,20570.0,28860.0,WALKING,79.0,40.0,1692.0,1026.0,12248.0,68220.0,10.0,10.0,5880.0,9000.0,5580.0,181.0,97.0,9420.0,44.0,240.0,1091_uty_dailies_1,14280.0,46.0,1603641600.0,28800.0,14537.0,9460.0,20880.0,stressful,x369fc6c-5f95a100-10a7c-6,480.0
1821.0,25492.0,36960.0,WALKING,80.0,44.0,2143.0,1027.0,15186.0,86400.0,18.0,10.0,8700.0,9000.0,7920.0,181.0,97.0,10920.0,44.0,240.0,1091_uty_dailies_1,14340.0,46.0,1603641600.0,28800.0,17897.0,9460.0,27540.0,stressful,x369fc6c-5f95a100-15180-6,480.0
2.0,480.0,480.0,WALKING,54.0,14.0,766.0,1027.0,92.0,30900.0,0.0,10.0,240.0,9000.0,1680.0,87.0,81.0,1320.0,45.0,0.0,1091_uty_dailies_1,25440.0,49.0,1603728000.0,28800.0,111.0,10310.0,3240.0,unknown,x369fc6c-5f96f280-78b4-6,0.0
3.0,600.0,600.0,WALKING,54.0,14.0,860.0,1027.0,144.0,34680.0,0.0,10.0,240.0,9000.0,1980.0,87.0,81.0,1380.0,45.0,0.0,1091_uty_dailies_1,27900.0,49.0,1603728000.0,28800.0,174.0,10310.0,3600.0,unknown,x369fc6c-5f96f280-8778-6,0.0
685.0,12280.0,17580.0,WALKING,70.0,39.0,2143.0,1028.0,8283.0,86400.0,25.0,10.0,8220.0,9000.0,6360.0,115.0,93.0,19440.0,45.0,0.0,1091_uty_dailies_1,29280.0,49.0,1603728000.0,28800.0,9755.0,10310.0,34020.0,balanced,x369fc6c-5f96f280-15180-6,0.0
1.0,274.0,1200.0,WALKING,60.0,23.0,863.0,1028.0,108.0,34800.0,0.0,10.0,240.0,9000.0,2400.0,91.0,78.0,4560.0,44.0,0.0,1091_uty_dailies_1,19980.0,51.0,1603814400.0,28800.0,130.0,10260.0,7200.0,unknown,x369fc6c-5f984400-87f0-6,0.0
287.0,4370.0,9840.0,WALKING,69.0,37.0,1482.0,1028.0,2472.0,59760.0,13.0,10.0,8280.0,9000.0,3420.0,123.0,96.0,7320.0,44.0,0.0,1091_uty_dailies_1,23640.0,51.0,1603814400.0,28800.0,2946.0,10260.0,19020.0,unknown,x369fc6c-5f984400-e970-6,0.0
21.0,659.0,1080.0,WALKING,76.0,64.0,78.0,1028.0,347.0,3180.0,0.0,10.0,0.0,9000.0,0.0,88.0,74.0,1980.0,68.0,0.0,1091_uty_dailies_1,0.0,73.0,1603900800.0,28800.0,419.0,10280.0,1980.0,unknown,x369fc6c-5f999580-c6c-6,0.0
1034.0,13563.0,22200.0,WALKING,75.0,45.0,2143.0,1028.0,8829.0,86400.0,27.0,10.0,14160.0,9000.0,4500.0,126.0,96.0,14100.0,44.0,0.0,1091_uty_dailies_1,23640.0,51.0,1603814400.0,28800.0,10376.0,10260.0,32760.0,stressful,x369fc6c-5f984400-15180-6,0.0
23.0,719.0,1380.0,WALKING,77.0,63.0,90.0,1028.0,353.0,3660.0,0.0,10.0,0.0,9000.0,0.0,97.0,74.0,2160.0,68.0,0.0,1091_uty_dailies_1,0.0,73.0,1603900800.0,28800.0,426.0,10280.0,2160.0,unknown,x369fc6c-5f999580-e4c-6,0.0
1034.0,13563.0,22200.0,WALKING,75.0,45.0,2143.0,1029.0,8829.0,86400.0,27.0,10.0,14160.0,9000.0,4500.0,126.0,96.0,14100.0,44.0,0.0,1091_uty_dailies_1,23640.0,51.0,1603814400.0,28800.0,10376.0,10260.0,32760.0,stressful,x369fc6c-5f984400-15180-6,0.0
34.0,1704.0,3180.0,WALKING,56.0,19.0,864.0,1029.0,600.0,34860.0,0.0,10.0,180.0,9000.0,1380.0,97.0,87.0,3240.0,44.0,0.0,1091_uty_dailies_1,25860.0,49.0,1603900800.0,28800.0,725.0,10280.0,4800.0,unknown,x369fc6c-5f999580-882c-6,0.0
79.0,2950.0,5160.0,WALKING,59.0,22.0,985.0,1029.0,1426.0,39720.0,9.0,10.0,780.0,9000.0,2700.0,97.0,87.0,4140.0,44.0,0.0,1091_uty_dailies_1,25860.0,49.0,1603900800.0,28800.0,1722.0,10280.0,7620.0,unknown,x369fc6c-5f999580-9b28-6,0.0
82.0,3010.0,5340.0,WALKING,60.0,24.0,1034.0,1029.0,1497.0,41700.0,9.0,10.0,1560.0,9000.0,2700.0,105.0,87.0,5100.0,44.0,0.0,1091_uty_dailies_1,25860.0,49.0,1603900800.0,28800.0,1808.0,10280.0,9360.0,unknown,x369fc6c-5f999580-a2e4-6,0.0
82.0,3070.0,5520.0,WALKING,61.0,28.0,1153.0,1029.0,1510.0,46500.0,9.0,10.0,1560.0,9000.0,4500.0,105.0,87.0,7740.0,44.0,0.0,1091_uty_dailies_1,25920.0,49.0,1603900800.0,28800.0,1823.0,10280.0,13800.0,unknown,x369fc6c-5f999580-b5a4-6,0.0
408.0,9158.0,14160.0,WALKING,67.0,39.0,1986.0,1029.0,6285.0,80100.0,26.0,10.0,5700.0,9000.0,10860.0,110.0,96.0,18840.0,44.0,0.0,1091_uty_dailies_1,26640.0,49.0,1603900800.0,28800.0,7383.0,10280.0,35400.0,stressful,x369fc6c-5f999580-138e4-6,0.0
476.0,10556.0,16860.0,WALKING,68.0,40.0,2143.0,1030.0,7023.0,86400.0,30.0,10.0,6720.0,9000.0,11280.0,121.0,96.0,20700.0,44.0,0.0,1091_uty_dailies_1,26640.0,49.0,1603900800.0,28800.0,8274.0,10280.0,38700.0,stressful,x369fc6c-5f999580-15180-6,0.0
19.0,1242.0,3720.0,WALKING,59.0,22.0,961.0,1030.0,519.0,38760.0,0.0,10.0,720.0,9000.0,2400.0,97.0,92.0,5520.0,47.0,0.0,1091_uty_dailies_1,25440.0,50.0,1603987200.0,28800.0,627.0,10080.0,8640.0,unknown,x369fc6c-5f9ae700-9768-6,0.0
152.0,2928.0,6240.0,WALKING,63.0,28.0,1168.0,1030.0,1782.0,47100.0,7.0,10.0,2640.0,9000.0,2820.0,114.0,94.0,8100.0,47.0,0.0,1091_uty_dailies_1,25740.0,50.0,1603987200.0,28800.0,2152.0,10080.0,13560.0,unknown,x369fc6c-5f9ae700-b7fc-6,0.0
7.0,600.0,1980.0,WALKING,54.0,12.0,931.0,1031.0,201.0,37560.0,0.0,10.0,240.0,9000.0,3780.0,95.0,88.0,1140.0,43.0,0.0,1091_uty_dailies_1,29580.0,49.0,1604073600.0,28800.0,243.0,9990.0,5160.0,unknown,x369fc6c-5f9c3880-92b8-6,0.0
128.0,3303.0,6960.0,WALKING,61.0,23.0,1693.0,1031.0,2595.0,68280.0,9.0,10.0,2340.0,9000.0,6900.0,99.0,89.0,6420.0,43.0,0.0,1091_uty_dailies_1,29940.0,49.0,1604073600.0,28800.0,3134.0,9990.0,15660.0,unknown,x369fc6c-5f9c3880-10ab8-6,0.0
717.0,12592.0,20520.0,WALKING,70.0,37.0,2143.0,1031.0,8071.0,86400.0,29.0,10.0,6360.0,9000.0,7800.0,122.0,96.0,18060.0,47.0,0.0,1091_uty_dailies_1,29220.0,50.0,1603987200.0,28800.0,9591.0,10080.0,32220.0,balanced,x369fc6c-5f9ae700-15180-6,0.0
189.0,4519.0,10380.0,WALKING,65.0,26.0,1942.0,1031.0,3172.0,78300.0,10.0,10.0,2520.0,9000.0,7440.0,107.0,89.0,9900.0,43.0,0.0,1091_uty_dailies_1,29940.0,49.0,1604073600.0,28800.0,3845.0,9990.0,19860.0,balanced,x369fc6c-5f9c3880-131dc-6,0.0
189.0,4519.0,10380.0,WALKING,65.0,26.0,1946.0,1031.0,3172.0,78480.0,10.0,10.0,2520.0,9000.0,7560.0,107.0,89.0,9900.0,43.0,0.0,1091_uty_dailies_1,29940.0,49.0,1604073600.0,28800.0,3845.0,9990.0,19980.0,balanced,x369fc6c-5f9c3880-13290-6,0.0
634.0,6823.0,9660.0,WALKING,83.0,45.0,1928.0,1018.0,4690.0,86400.0,4.0,10.0,19500.0,9000.0,1860.0,131.0,97.0,9240.0,55.0,0.0,1091_uty_dailies_10,27780.0,62.0,1602604800.0,28800.0,6092.0,5350.0,30600.0,balanced,x36aad28-5f85cf00-15180-6,0.0
28.0,771.0,1200.0,WALKING,79.0,32.0,1928.0,1018.0,386.0,86400.0,0.0,10.0,9180.0,9000.0,2340.0,102.0,95.0,8820.0,55.0,0.0,1091_uty_dailies_10,35160.0,62.0,1602691200.0,28800.0,502.0,5500.0,20340.0,balanced,x36aad28-5f872080-15180-6,0.0
474.0,7050.0,11580.0,WALKING,80.0,42.0,1928.0,1018.0,5355.0,86400.0,15.0,10.0,14280.0,9000.0,4200.0,140.0,99.0,12600.0,57.0,1080.0,1091_uty_dailies_10,31200.0,63.0,1602777600.0,28800.0,6838.0,5500.0,31080.0,balanced,x36aad28-5f887200-15180-6,0.0
114.0,1739.0,3420.0,WALKING,76.0,47.0,1928.0,1018.0,1033.0,86400.0,0.0,10.0,21480.0,9000.0,5220.0,109.0,97.0,22740.0,53.0,0.0,1091_uty_dailies_10,30600.0,60.0,1602864000.0,28800.0,1343.0,5770.0,49440.0,stressful,x36aad28-5f89c380-15180-6,0.0
89.0,2072.0,1860.0,WALKING,68.0,24.0,984.0,1018.0,1248.0,44100.0,0.0,10.0,2040.0,9000.0,5940.0,108.0,93.0,5400.0,54.0,0.0,1091_uty_dailies_10,27720.0,59.0,1602950400.0,28800.0,1560.0,5330.0,13380.0,unknown,x36aad28-5f8b1500-ac44-6,0.0
205.0,3187.0,5220.0,WALKING,77.0,44.0,1928.0,1019.0,1927.0,86400.0,0.0,10.0,20640.0,9000.0,7860.0,116.0,96.0,9000.0,54.0,0.0,1091_uty_dailies_10,30240.0,59.0,1602950400.0,28800.0,2442.0,5330.0,37500.0,stressful,x36aad28-5f8b1500-15180-6,0.0
23.0,594.0,960.0,WALKING,68.0,20.0,710.0,1019.0,276.0,31860.0,0.0,10.0,2400.0,9000.0,1320.0,105.0,93.0,2220.0,56.0,0.0,1091_uty_dailies_10,24480.0,60.0,1603036800.0,28800.0,359.0,4760.0,5940.0,unknown,x36aad28-5f8c6680-7c74-6,0.0
31.0,777.0,1140.0,WALKING,68.0,20.0,717.0,1019.0,422.0,32160.0,0.0,10.0,2400.0,9000.0,1320.0,105.0,93.0,2220.0,56.0,0.0,1091_uty_dailies_10,24540.0,60.0,1603036800.0,28800.0,549.0,4760.0,5940.0,unknown,x36aad28-5f8c6680-7da0-6,0.0
31.0,777.0,1140.0,WALKING,68.0,21.0,723.0,1019.0,422.0,32400.0,0.0,10.0,2580.0,9000.0,1320.0,105.0,93.0,2220.0,56.0,0.0,1091_uty_dailies_10,24540.0,60.0,1603036800.0,28800.0,549.0,4760.0,6120.0,unknown,x36aad28-5f8c6680-7e90-6,0.0
32.0,779.0,1140.0,WALKING,68.0,21.0,740.0,1019.0,430.0,33180.0,0.0,10.0,2580.0,9000.0,1320.0,105.0,93.0,2220.0,56.0,0.0,1091_uty_dailies_10,24540.0,60.0,1603036800.0,28800.0,559.0,4760.0,6120.0,unknown,x36aad28-5f8c6680-819c-6,0.0
55.0,203.0,300.0,WALKING,77.0,37.0,400.0,1019.0,104.0,17940.0,0.0,10.0,3060.0,9000.0,1440.0,107.0,97.0,2580.0,55.0,0.0,1091_uty_dailies_10,7500.0,78.0,1603123200.0,28800.0,135.0,5120.0,7080.0,unknown,x36aad28-5f8db800-4614-6,0.0
489.0,7208.0,9660.0,WALKING,79.0,43.0,1928.0,1019.0,6426.0,86400.0,16.0,10.0,15360.0,9000.0,10200.0,131.0,97.0,13440.0,56.0,720.0,1091_uty_dailies_10,27180.0,60.0,1603036800.0,28800.0,8357.0,4760.0,39000.0,stressful,x36aad28-5f8c6680-15180-6,0.0
489.0,7208.0,9660.0,WALKING,79.0,43.0,1928.0,1020.0,6426.0,86400.0,16.0,10.0,15360.0,9000.0,10200.0,131.0,97.0,13440.0,56.0,720.0,1091_uty_dailies_10,27180.0,60.0,1603036800.0,28800.0,8357.0,4760.0,39000.0,stressful,x36aad28-5f8c6680-15180-6,0.0
56.0,323.0,420.0,WALKING,71.0,24.0,712.0,1020.0,144.0,31920.0,0.0,10.0,3060.0,9000.0,1500.0,107.0,97.0,2640.0,55.0,0.0,1091_uty_dailies_10,21240.0,61.0,1603123200.0,28800.0,187.0,5120.0,7200.0,unknown,x36aad28-5f8db800-7cb0-6,0.0
56.0,323.0,480.0,WALKING,71.0,24.0,713.0,1020.0,144.0,31980.0,0.0,10.0,3060.0,9000.0,1500.0,107.0,97.0,2640.0,55.0,0.0,1091_uty_dailies_10,21240.0,61.0,1603123200.0,28800.0,187.0,5120.0,7200.0,unknown,x36aad28-5f8db800-7cec-6,0.0
56.0,323.0,480.0,WALKING,71.0,24.0,714.0,1020.0,144.0,32040.0,0.0,10.0,3060.0,9000.0,1500.0,107.0,97.0,2640.0,55.0,0.0,1091_uty_dailies_10,21240.0,61.0,1603123200.0,28800.0,187.0,5120.0,7200.0,unknown,x36aad28-5f8db800-7d28-6,0.0
59.0,385.0,660.0,WALKING,71.0,24.0,789.0,1020.0,185.0,35400.0,0.0,10.0,3060.0,9000.0,1560.0,107.0,97.0,3000.0,55.0,0.0,1091_uty_dailies_10,21240.0,61.0,1603123200.0,28800.0,241.0,5120.0,7620.0,unknown,x36aad28-5f8db800-8a48-6,0.0
323.0,3736.0,6660.0,WALKING,80.0,44.0,1788.0,1020.0,2678.0,80160.0,4.0,10.0,13860.0,9000.0,1920.0,112.0,97.0,9000.0,55.0,660.0,1091_uty_dailies_10,21240.0,61.0,1603123200.0,28800.0,3483.0,5120.0,24780.0,unknown,x36aad28-5f8db800-13920-6,0.0
323.0,3736.0,6660.0,WALKING,80.0,44.0,1928.0,1020.0,2678.0,86400.0,4.0,10.0,13860.0,9000.0,1920.0,112.0,97.0,9000.0,55.0,660.0,1091_uty_dailies_10,21240.0,61.0,1603123200.0,28800.0,3483.0,5120.0,24780.0,unknown,x36aad28-5f8db800-15180-6,0.0
0.0,0.0,60.0,WALKING,79.0,57.0,183.0,1020.0,0.0,8220.0,0.0,10.0,0.0,9000.0,60.0,84.0,63.0,180.0,74.0,0.0,1091_uty_dailies_10,0.0,74.0,1603209600.0,28800.0,0.0,4960.0,240.0,unknown,x36aad28-5f8f0980-201c-6,0.0
0.0,2.0,2340.0,WALKING,84.0,63.0,1500.0,1021.0,8.0,67260.0,0.0,10.0,3480.0,9000.0,2700.0,117.0,96.0,10080.0,72.0,0.0,1091_uty_dailies_10,180.0,67.0,1603209600.0,28800.0,10.0,4960.0,16260.0,unknown,x36aad28-5f8f0980-106bc-6,0.0
48.0,833.0,360.0,WALKING,63.0,14.0,1928.0,1022.0,594.0,86400.0,0.0,10.0,240.0,9000.0,2880.0,98.0,86.0,2700.0,53.0,0.0,1091_uty_dailies_10,28680.0,58.0,1603209600.0,28800.0,773.0,4130.0,5820.0,unknown,x36aad28-5f8f0980-15180-6,0.0
4.0,211.0,840.0,WALKING,63.0,13.0,801.0,1022.0,197.0,35940.0,0.0,10.0,300.0,9000.0,3180.0,98.0,86.0,2760.0,53.0,0.0,1091_uty_dailies_10,37740.0,58.0,1603296000.0,28800.0,256.0,4130.0,6240.0,unknown,x36aad28-5f905b00-8c64-6,0.0
7.0,365.0,960.0,WALKING,63.0,13.0,1037.0,1022.0,392.0,46500.0,0.0,10.0,300.0,9000.0,3180.0,98.0,86.0,2760.0,53.0,0.0,1091_uty_dailies_10,37740.0,58.0,1603296000.0,28800.0,510.0,4130.0,6240.0,unknown,x36aad28-5f905b00-b5a4-6,0.0
10.0,446.0,6420.0,WALKING,72.0,28.0,1041.0,1022.0,464.0,46680.0,0.0,10.0,8820.0,9000.0,3600.0,142.0,98.0,6120.0,53.0,0.0,1091_uty_dailies_10,37980.0,58.0,1603296000.0,28800.0,604.0,4130.0,18540.0,balanced,x36aad28-5f905b00-b658-6,0.0
275.0,3889.0,6420.0,WALKING,72.0,28.0,1526.0,1022.0,2694.0,68400.0,9.0,10.0,8820.0,9000.0,3600.0,142.0,98.0,6120.0,53.0,0.0,1091_uty_dailies_10,37980.0,58.0,1603296000.0,28800.0,3504.0,4130.0,18540.0,balanced,x36aad28-5f905b00-10b30-6,0.0
